Sample	cat16-17.trees	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence02_sequence10_sequence06_sequence15	cat16-17.sequence05_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-17.sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence10_sequence06_sequence15	cat16-17.sequence01_sequence04_sequence02_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence09_sequence03_sequence08_sequence15	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08_sequence15	
1660	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1661	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1662	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1663	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1664	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
1665	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1666	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1667	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1668	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1669	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1670	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1671	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1672	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1673	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1674	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1675	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1676	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1677	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1678	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1679	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1680	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1681	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1682	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1683	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1684	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1685	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1686	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1687	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1688	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1689	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1690	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1691	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1692	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1693	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1694	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1695	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1696	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1697	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1698	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1699	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1700	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1701	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1702	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1703	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1704	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1705	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1706	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1707	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1708	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1709	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1710	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1711	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1712	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1713	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1714	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1715	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1716	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1717	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1718	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1719	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1720	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1721	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1722	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1723	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1724	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1725	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1726	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1727	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1728	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1729	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1730	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1731	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1732	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1733	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1734	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1735	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1736	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1737	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1738	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1739	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1740	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1741	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1742	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1743	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1744	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1745	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1746	26.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1747	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1748	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1749	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1750	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1751	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1752	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1753	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1754	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1755	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1756	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1757	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1758	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1759	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1760	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1761	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1762	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1763	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1764	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1765	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1766	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1767	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1768	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1769	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1770	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1771	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1772	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1773	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1774	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1775	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1776	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1777	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1778	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1779	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1780	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1781	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1782	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1783	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1784	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1785	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1786	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1787	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1788	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1789	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1790	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1791	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1792	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1793	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1794	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1795	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1796	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1797	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1798	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1799	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1800	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1801	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1802	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1803	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1804	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1805	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1806	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1807	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1808	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1809	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1810	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1811	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1812	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1813	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1814	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1815	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1816	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1817	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1818	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1819	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1820	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1821	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1822	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1823	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1824	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1825	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1826	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1827	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1828	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1829	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1830	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1831	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1832	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1833	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1834	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1835	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1836	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1837	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1838	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1839	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1840	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1841	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1842	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1843	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1844	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1845	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1846	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1847	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1848	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1849	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1850	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1851	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1852	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1853	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1854	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1855	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1856	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1857	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1858	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1859	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1860	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1861	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1862	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1863	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1864	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1865	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1866	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1867	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1868	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1869	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1870	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1871	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1872	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1873	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1874	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1875	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1876	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1877	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1878	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1879	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1880	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1881	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1882	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1883	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1884	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1885	26.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1886	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1887	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1888	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1889	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1890	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1891	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1892	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1893	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1894	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1895	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1896	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1897	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1898	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1899	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1900	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1901	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1902	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1903	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1904	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1905	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1906	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1907	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1908	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1909	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1910	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1911	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1912	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1913	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1914	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1915	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1916	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1917	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1918	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1919	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1920	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1921	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1922	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1923	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1924	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1925	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1926	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1927	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1928	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1929	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1930	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1931	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1932	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1933	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1934	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1935	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1936	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1937	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1938	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1939	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1940	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1941	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1942	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1943	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1944	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1945	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1946	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1947	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1948	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1949	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1950	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1951	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1952	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1953	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1954	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1955	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1956	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1957	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1958	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1959	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1960	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1961	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1962	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1963	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1964	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1965	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1966	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1967	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1968	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1969	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1970	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1971	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1972	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1973	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1974	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1975	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1976	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1977	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1978	26.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1979	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1980	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1981	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1982	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1983	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1984	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1985	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1986	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1987	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1988	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1989	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1990	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1991	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1992	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1993	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1994	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1995	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1996	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1997	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
